application_id,job_id,candidate_id,skill_match_score,experience_match_score,cgpa_score,projects_score,overall_score,outcome
494,50,246,14.29,65.5,69.7,90,49.32,rejected
495,194,324,0.0,77.5,68.8,40,39.57,rejected
496,88,437,50.0,37.0,85.1,20,46.87,rejected
497,194,222,0.0,82.0,75.5,80,47.92,shortlisted
498,132,398,16.67,79.0,72.7,60,50.27,rejected
499,55,86,0.0,0.0,74.5,50,18.67,shortlisted
500,164,248,28.57,47.5,63.8,40,41.25,rejected
501,192,358,0.0,79.0,86.6,30,41.19,shortlisted
502,191,117,0.0,82.0,67.6,20,37.74,rejected
503,200,254,0.0,29.5,93.8,20,25.92,rejected
504,118,199,14.29,73.0,60.1,90,50.13,rejected
505,95,102,0.0,89.5,97.6,40,47.49,rejected
506,10,232,0.0,92.5,90.6,100,56.34,shortlisted
507,147,182,0.0,5.5,69.9,0,12.14,hired
508,171,479,71.43,40.0,89.6,80,66.01,shortlisted
509,87,213,14.29,70.0,75.0,80,49.96,rejected
510,2,497,14.29,52.0,94.3,40,41.46,rejected
511,119,44,0.0,94.0,77.7,70,50.35,shortlisted
512,25,305,28.57,100.0,93.7,10,56.98,rejected
513,197,60,0.0,59.5,67.7,40,34.0,rejected
514,122,254,14.29,8.5,93.8,20,25.33,rejected
515,142,372,0.0,49.0,66.9,60,33.73,rejected
516,31,320,0.0,61.0,74.6,0,29.49,rejected
517,164,163,0.0,88.0,84.7,40,45.1,rejected
518,138,421,0.0,68.5,83.0,20,36.0,rejected
519,10,440,0.0,88.0,95.5,60,49.72,shortlisted
520,77,341,0.0,0.0,66.9,70,20.54,rejected
521,36,357,0.0,56.5,88.4,70,40.71,rejected
522,98,79,0.0,85.0,73.2,80,48.48,rejected
523,106,39,0.0,86.5,89.1,90,52.81,rejected
524,94,39,0.0,89.5,89.1,90,53.71,rejected
525,190,154,0.0,44.5,65.4,90,36.66,rejected
526,7,146,14.29,47.5,77.3,50,39.06,rejected
527,183,48,0.0,34.0,64.9,60,28.94,rejected
528,135,309,50.0,38.5,88.0,50,52.25,rejected
529,26,186,0.0,55.0,75.0,60,36.75,shortlisted
530,68,394,0.0,68.5,68.2,0,30.78,rejected
531,32,94,0.0,98.5,65.5,80,51.37,rejected
532,150,410,0.0,55.0,73.7,0,27.55,shortlisted
533,13,142,0.0,100.0,70.7,20,43.61,rejected
534,195,282,0.0,56.5,96.6,70,41.94,rejected
535,21,416,14.29,2.5,77.1,30,22.53,rejected
536,148,446,14.29,5.5,65.2,100,32.14,rejected
537,77,465,0.0,53.5,69.3,70,36.95,rejected
538,77,52,0.0,65.5,93.1,90,47.12,rejected
539,193,477,0.0,61.0,67.1,90,41.87,hired
540,108,48,0.0,98.5,64.9,60,48.28,rejected
541,69,380,16.67,94.0,81.5,50,54.59,shortlisted
542,18,49,0.0,92.5,75.3,0,39.05,rejected
543,151,3,16.67,67.0,76.1,0,38.18,shortlisted
544,123,22,0.0,77.5,88.2,50,43.98,rejected
545,93,208,0.0,82.0,63.3,30,38.59,rejected
546,68,82,0.0,95.5,63.8,70,48.72,rejected
547,144,459,0.0,98.5,83.9,90,55.63,rejected
548,21,172,0.0,46.0,74.0,90,38.4,shortlisted
549,167,471,0.0,0.0,60.3,60,18.05,rejected
550,27,323,0.0,41.5,90.0,50,33.45,rejected
551,121,112,0.0,74.5,63.4,10,33.36,rejected
552,33,87,0.0,28.0,78.0,40,26.1,rejected
553,175,261,0.0,13.0,62.1,80,25.21,rejected
554,105,3,0.0,10.0,76.1,0,14.41,rejected
555,70,296,0.0,91.0,68.4,80,49.56,rejected
556,199,432,0.0,65.5,87.7,40,38.8,shortlisted
557,141,122,0.0,53.5,85.0,20,31.8,shortlisted
558,55,314,0.0,97.0,70.7,20,42.7,rejected
559,50,423,28.57,0.0,93.0,50,32.88,rejected
560,89,70,33.33,79.0,85.4,40,55.84,shortlisted
561,152,211,14.29,97.0,81.4,100,62.02,rejected
562,74,138,0.0,56.5,88.2,80,42.18,rejected
563,32,362,25.0,19.0,77.3,80,39.3,rejected
564,166,310,16.67,89.5,85.4,50,53.83,rejected
565,30,208,0.0,82.0,63.3,30,38.59,rejected
566,192,130,0.0,65.5,86.7,90,46.16,rejected
567,148,95,0.0,62.5,81.7,70,41.5,rejected
568,149,62,0.0,98.5,85.9,0,42.43,rejected
569,64,68,0.0,85.0,63.6,70,45.54,rejected
570,60,128,0.0,95.5,81.3,30,45.34,rejected
571,188,37,16.67,92.5,71.5,10,46.64,rejected
572,35,495,0.0,77.5,68.2,10,34.98,rejected
573,29,295,0.0,67.0,86.1,40,39.02,hired
574,54,368,0.0,31.0,64.2,90,32.43,shortlisted
575,179,8,12.5,71.5,80.0,30,42.95,rejected
576,88,106,0.0,89.5,92.3,50,48.2,rejected
577,38,371,14.29,43.0,86.5,50,39.09,rejected
578,32,445,0.0,38.5,81.6,20,26.79,rejected
579,106,194,25.0,53.5,78.6,0,37.84,rejected
580,175,141,0.0,37.0,87.0,20,27.15,rejected
581,52,440,0.0,25.0,95.5,60,30.82,rejected
582,53,200,0.0,41.5,64.0,20,25.05,rejected
583,171,440,0.0,71.5,95.5,60,44.77,rejected
584,63,251,0.0,28.0,72.6,0,19.29,rejected
585,71,224,0.0,97.0,61.9,30,42.88,hired
586,1,222,0.0,47.5,75.5,80,37.58,rejected
587,16,401,0.0,74.5,81.7,80,46.6,rejected
588,16,384,0.0,47.5,85.0,20,30.0,rejected
589,75,105,12.5,26.5,72.0,90,37.25,rejected
590,74,73,0.0,44.5,80.0,50,32.85,rejected
591,46,219,0.0,52.0,85.9,0,28.48,rejected
592,122,403,0.0,70.0,79.9,10,34.48,rejected
593,17,301,0.0,74.5,63.8,30,36.42,rejected
594,78,330,14.29,23.5,65.5,10,24.09,rejected
595,52,353,12.5,70.0,64.6,90,49.19,rejected
596,123,494,14.29,88.0,70.8,0,42.73,rejected
597,42,246,28.57,52.0,69.7,90,50.98,rejected
598,35,9,0.0,97.0,95.5,10,44.92,rejected
599,166,249,16.67,73.0,64.5,10,39.74,rejected
600,142,261,0.0,53.5,62.1,80,37.37,rejected
601,38,57,0.0,59.5,70.6,30,32.94,rejected
602,95,268,0.0,46.0,87.4,40,32.91,rejected
603,26,140,0.0,71.5,77.1,10,34.52,rejected
604,133,410,0.0,95.5,73.7,0,39.7,rejected
605,104,11,0.0,86.5,97.8,30,45.12,shortlisted
606,28,124,28.57,82.0,81.9,50,55.81,rejected
607,65,415,0.0,35.5,79.8,60,31.62,rejected
608,172,477,0.0,83.5,67.1,90,48.62,rejected
609,158,295,0.0,89.5,86.1,40,45.77,rejected
610,136,472,0.0,23.5,86.7,10,21.55,shortlisted
611,128,271,0.0,25.0,95.1,90,35.27,hired
612,6,168,0.0,56.5,69.7,90,40.9,rejected
613,198,284,0.0,32.5,87.0,0,22.8,rejected
614,88,1,0.0,31.0,96.6,50,31.29,rejected
615,48,56,0.0,68.5,96.4,80,47.01,rejected
616,185,392,0.0,85.0,83.1,30,42.47,rejected
617,179,412,0.0,97.0,60.8,80,50.22,rejected
618,52,322,62.5,4.0,91.4,80,51.91,rejected
619,155,290,16.67,82.0,72.2,10,43.6,rejected
620,25,195,0.0,76.0,67.7,50,40.45,rejected
621,51,456,50.0,98.5,81.3,30,66.25,shortlisted
622,12,440,0.0,97.0,95.5,60,52.42,rejected
623,121,389,16.67,47.5,85.0,80,45.67,rejected
624,86,253,14.29,80.5,90.9,40,49.5,rejected
625,144,9,0.0,77.5,95.5,10,39.08,rejected
626,27,290,0.0,46.0,72.2,10,26.13,rejected
627,60,211,0.0,56.5,81.4,100,44.16,rejected
628,53,240,0.0,47.5,89.4,70,38.16,rejected
629,190,38,0.0,97.0,83.7,90,55.16,shortlisted
630,141,226,0.0,59.5,88.5,40,37.12,rejected
631,57,378,14.29,43.0,64.1,30,32.73,rejected
632,95,50,0.0,73.0,65.3,20,34.7,hired
633,3,471,0.0,40.0,60.3,60,30.05,rejected
634,31,144,0.0,64.0,69.5,30,34.12,rejected
635,116,458,0.0,35.5,77.9,10,23.84,rejected
636,88,473,0.0,70.0,87.0,60,43.05,rejected
637,31,48,12.5,67.0,64.9,60,43.84,rejected
638,154,275,14.29,61.0,65.0,80,45.76,rejected
639,195,124,0.0,100.0,81.9,50,49.78,hired
640,177,142,71.43,86.5,70.7,20,68.13,rejected
641,169,388,16.67,34.0,91.7,30,35.12,rejected
642,2,475,0.0,67.0,87.4,100,48.21,rejected
643,56,408,16.67,49.0,86.4,60,43.33,rejected
644,85,52,0.0,50.5,93.1,90,42.62,shortlisted
645,150,118,0.0,40.0,74.3,50,30.64,rejected
646,72,1,28.57,29.5,96.6,50,42.27,rejected
647,90,479,0.0,31.0,89.6,80,34.74,rejected
648,116,285,0.0,70.0,78.6,50,40.29,rejected
649,7,379,0.0,71.5,73.6,40,38.49,shortlisted
650,161,293,16.67,14.5,75.5,100,37.34,hired
651,71,99,0.0,56.5,94.7,0,31.16,shortlisted
652,41,120,14.29,11.5,69.2,60,28.54,rejected
653,188,92,16.67,59.5,70.8,80,47.14,shortlisted
654,54,102,16.67,64.0,97.6,40,46.51,shortlisted
655,118,32,0.0,73.0,90.1,70,45.91,rejected
656,58,317,0.0,74.5,79.6,90,47.79,shortlisted
657,31,372,0.0,61.0,66.9,60,37.34,rejected
658,53,188,0.0,79.0,62.3,60,42.05,rejected
659,195,154,16.67,91.0,65.4,90,57.28,rejected
661,41,243,28.57,55.0,66.3,40,43.87,rejected
662,44,192,12.5,37.0,81.9,50,35.88,hired
663,45,351,16.67,61.0,92.6,60,47.86,rejected
664,108,56,0.0,80.5,96.4,80,50.61,shortlisted
665,41,109,28.57,76.0,74.4,30,49.89,shortlisted
666,107,56,0.0,67.0,96.4,80,46.56,rejected
667,180,417,0.0,43.0,86.2,20,28.83,shortlisted
668,183,267,0.0,16.0,71.1,50,22.96,rejected
669,174,272,0.0,86.5,79.2,60,46.83,rejected
670,152,461,0.0,41.5,89.1,30,30.31,rejected
671,150,169,28.57,31.0,69.3,50,38.62,rejected
672,41,425,28.57,58.0,77.4,30,44.94,rejected
673,137,339,0.0,37.0,90.4,50,32.16,rejected
674,115,218,0.0,61.0,74.6,90,42.99,shortlisted
675,114,143,37.5,65.5,97.4,20,52.26,rejected
676,156,110,14.29,43.0,65.9,50,36.0,rejected
677,198,428,0.0,46.0,82.2,20,29.13,hired
678,104,152,0.0,95.5,76.9,50,47.69,rejected
679,138,239,0.0,44.5,89.6,50,34.29,rejected
680,149,60,14.29,97.0,67.7,40,50.97,rejected
681,33,462,0.0,52.0,94.9,50,37.34,shortlisted
682,189,359,0.0,70.0,89.3,10,35.89,rejected
683,29,287,0.0,65.5,73.7,90,44.2,rejected
684,167,298,0.0,46.0,71.6,30,29.04,rejected
685,35,28,0.0,43.0,62.9,80,34.34,rejected
686,138,449,0.0,47.5,83.0,90,40.2,rejected
687,33,124,0.0,73.0,81.9,50,41.68,rejected
688,131,440,0.0,89.5,95.5,60,50.17,rejected
689,19,124,12.5,71.5,81.9,50,46.23,rejected
690,22,174,0.0,94.0,73.2,50,46.68,rejected
691,24,133,0.0,52.0,64.5,10,26.77,rejected
692,141,70,0.0,77.5,85.4,40,42.06,rejected
693,12,219,14.29,34.0,85.9,0,28.8,rejected
694,53,72,0.0,59.5,80.9,80,41.98,rejected
695,57,358,14.29,47.5,86.6,30,37.45,rejected
696,133,76,0.0,80.5,81.2,0,36.33,rejected
697,19,217,0.0,17.5,65.6,10,16.59,rejected
698,140,42,33.33,65.5,72.1,10,45.3,rejected
699,83,236,0.0,85.0,73.5,60,45.52,shortlisted
700,71,434,0.0,95.5,85.1,60,50.41,rejected
701,9,392,0.0,67.0,83.1,30,37.07,hired
702,7,397,0.0,37.0,78.6,90,36.39,rejected
703,7,442,14.29,25.0,86.9,0,26.25,rejected
704,8,43,0.0,65.5,92.8,30,38.07,rejected
705,194,381,14.29,88.0,65.9,40,48.0,rejected
706,150,42,0.0,73.0,72.1,10,34.21,shortlisted
707,49,247,37.5,92.5,75.8,10,55.62,rejected
708,26,225,0.0,26.5,74.2,20,22.08,rejected
709,138,332,0.0,71.5,60.4,40,36.51,rejected
710,162,384,0.0,76.0,85.0,20,38.55,rejected
711,7,369,0.0,71.5,96.8,20,38.97,shortlisted
712,91,161,0.0,89.5,87.1,60,48.91,rejected
713,30,407,0.0,77.5,88.1,30,40.96,rejected
714,166,149,0.0,67.0,66.0,0,30.0,rejected
715,67,82,0.0,70.0,63.8,70,41.07,shortlisted
716,38,308,0.0,97.0,69.1,80,51.46,rejected
717,139,245,16.67,70.0,68.0,90,51.37,rejected
718,134,467,14.29,71.5,82.5,50,47.04,rejected
719,39,90,14.29,25.0,82.3,30,30.06,rejected
720,74,257,14.29,31.0,66.1,90,38.43,rejected
721,11,161,0.0,79.0,87.1,60,45.77,rejected
722,11,260,0.0,58.0,63.6,70,37.44,rejected
723,7,23,14.29,100.0,87.6,60,57.85,rejected
724,1,339,0.0,97.0,90.4,50,50.16,rejected
725,63,194,14.29,46.0,78.6,0,31.3,rejected
726,88,46,0.0,16.0,65.1,50,22.07,rejected
727,133,141,0.0,92.5,87.0,20,43.8,rejected
728,104,194,16.67,67.0,78.6,0,38.56,rejected
729,61,212,0.0,97.0,92.0,60,51.9,shortlisted
730,69,262,16.67,61.0,96.9,80,51.5,rejected
731,83,190,0.0,83.5,61.0,0,34.2,rejected
732,94,159,0.0,67.0,97.5,20,37.72,rejected
733,148,193,0.0,0.0,86.7,90,26.51,rejected
734,142,366,0.0,89.5,76.6,20,41.34,hired
735,121,28,0.0,70.0,62.9,80,42.44,rejected
736,62,211,16.67,95.5,81.4,100,62.53,rejected
737,158,286,0.0,59.5,79.2,80,41.73,rejected
738,91,403,0.0,77.5,79.9,10,36.73,rejected
739,198,320,0.0,41.5,74.6,0,23.64,rejected
740,135,95,0.0,79.0,81.7,70,46.45,shortlisted
741,16,138,0.0,73.0,88.2,80,47.13,rejected
742,32,444,0.0,80.5,90.0,40,43.65,rejected
743,136,64,0.0,29.5,75.9,0,20.24,rejected
744,136,379,0.0,64.0,73.6,40,36.24,hired
745,161,376,0.0,17.5,64.5,0,14.92,rejected
746,165,91,0.0,61.0,96.6,70,43.29,rejected
747,122,256,28.57,29.5,86.2,60,42.21,rejected
748,64,265,12.5,58.0,85.5,50,42.73,shortlisted
749,184,392,0.0,46.0,83.1,30,30.77,shortlisted
750,166,33,0.0,38.5,64.9,10,22.78,rejected
751,63,80,14.29,20.5,77.6,60,32.5,rejected
752,37,357,0.0,70.0,88.4,70,44.76,rejected
753,174,152,0.0,41.5,76.9,50,31.48,rejected
754,134,293,14.29,73.0,75.5,100,53.94,rejected
755,171,375,0.0,65.5,92.8,10,35.07,rejected
756,77,82,0.0,74.5,63.8,70,42.42,hired
757,108,388,0.0,22.0,91.7,30,24.86,rejected
758,95,370,0.0,58.0,63.4,70,37.41,rejected
759,136,221,0.0,22.0,89.4,40,26.01,rejected
760,80,492,0.0,68.5,85.7,100,48.41,rejected
761,22,237,42.86,53.5,77.9,70,55.38,rejected
762,100,150,0.0,50.5,69.5,100,40.57,rejected
763,162,200,16.67,89.5,64.0,20,46.12,shortlisted
764,193,192,12.5,16.0,81.9,50,29.59,rejected
765,11,96,25.0,25.0,88.1,20,33.71,rejected
766,59,370,0.0,83.5,63.4,70,45.06,rejected
767,88,279,0.0,94.0,85.7,30,45.55,rejected
768,76,99,0.0,59.5,94.7,0,32.05,rejected
769,187,12,0.0,74.5,94.9,20,39.59,rejected
770,121,194,16.67,89.5,78.6,0,45.31,rejected
771,72,442,14.29,10.0,86.9,0,21.75,rejected
772,148,492,0.0,55.0,85.7,100,44.36,rejected
773,130,470,14.29,71.5,67.4,40,43.27,rejected
774,198,116,28.57,34.0,72.6,50,40.02,rejected
775,95,124,0.0,77.5,81.9,50,43.03,rejected
776,129,266,0.0,76.0,85.0,10,37.05,shortlisted
777,71,170,0.0,94.0,75.8,40,45.57,rejected
778,35,239,0.0,98.5,89.6,50,50.49,rejected
779,179,32,12.5,50.5,90.1,70,44.16,rejected
780,88,20,0.0,86.5,61.7,0,35.2,rejected
781,164,30,0.0,46.0,67.6,10,25.44,rejected
782,75,123,0.0,79.0,96.7,10,39.7,rejected
783,56,107,0.0,70.0,68.8,50,38.82,rejected
784,91,100,0.0,88.0,80.4,0,38.46,rejected
785,66,301,0.0,91.0,63.8,30,41.37,rejected
786,182,63,0.0,52.0,72.2,10,27.93,rejected
787,57,414,14.29,20.5,97.6,40,32.5,shortlisted
788,27,47,0.0,85.0,73.8,10,38.07,shortlisted
789,154,233,14.29,23.5,94.5,60,35.94,rejected
790,185,450,0.0,26.5,74.1,30,23.57,rejected
791,140,25,0.0,77.5,94.6,40,43.44,rejected
792,51,124,12.5,35.5,81.9,50,35.44,rejected
793,162,348,0.0,86.5,74.1,40,43.06,shortlisted
794,56,69,16.67,82.0,96.3,90,59.21,shortlisted
795,83,116,0.0,38.5,72.6,50,29.94,hired
796,105,438,0.0,38.5,91.2,80,37.23,hired
797,20,490,0.0,83.5,60.5,60,43.12,shortlisted
798,193,314,12.5,98.5,70.7,20,48.16,rejected
799,128,389,0.0,97.0,85.0,80,53.85,rejected
800,100,49,0.0,64.0,75.3,0,30.49,rejected
801,129,440,0.0,91.0,95.5,60,50.62,rejected
802,142,369,0.0,43.0,96.8,20,30.42,rejected
803,3,6,0.0,46.0,85.7,70,37.16,rejected
804,54,421,0.0,25.0,83.0,20,22.95,hired
805,8,301,0.0,88.0,63.8,30,40.47,shortlisted
806,200,213,16.67,74.5,75.0,80,52.27,shortlisted
807,33,429,0.0,59.5,94.0,10,33.45,rejected
808,4,126,14.29,91.0,78.4,10,46.27,rejected
809,86,242,28.57,86.5,60.2,30,50.91,rejected
810,128,136,57.14,28.0,79.2,60,52.14,rejected
811,153,62,0.0,76.0,85.9,0,35.69,rejected
812,107,470,16.67,56.5,67.4,40,39.73,hired
813,159,349,16.67,94.0,70.3,80,57.41,shortlisted
814,95,313,0.0,47.5,78.5,90,39.52,rejected
815,35,454,0.0,95.5,79.8,0,40.62,shortlisted
816,80,310,0.0,67.0,85.4,50,40.41,shortlisted
817,32,446,0.0,94.0,65.2,100,52.98,rejected
818,198,295,0.0,44.5,86.1,40,32.27,rejected
819,139,150,0.0,53.5,69.5,100,41.48,rejected
820,102,272,0.0,94.0,79.2,60,49.08,rejected
821,7,301,0.0,50.5,63.8,30,29.22,shortlisted
822,105,100,0.0,62.5,80.4,0,30.81,shortlisted
823,186,81,0.0,28.0,95.6,0,22.74,rejected
824,156,309,0.0,49.0,88.0,50,35.4,rejected
825,19,123,0.0,80.5,96.7,10,40.16,rejected
826,86,173,0.0,65.5,97.9,80,46.33,rejected
827,24,131,57.14,77.5,85.5,80,70.93,rejected
828,179,382,12.5,80.5,93.6,90,56.69,rejected
829,76,67,0.0,41.5,85.6,20,28.29,rejected
830,105,482,0.0,85.0,71.2,0,36.18,rejected
831,94,323,16.67,29.5,90.0,50,36.52,hired
832,87,122,0.0,26.5,85.0,20,23.7,rejected
833,102,220,0.0,55.0,60.8,40,31.62,rejected
834,191,24,0.0,88.0,71.2,90,50.58,rejected
835,25,60,14.29,34.0,67.7,40,32.07,rejected
836,110,400,0.0,97.0,96.9,10,45.13,rejected
837,11,484,0.0,74.5,92.4,40,42.21,shortlisted
838,15,267,0.0,94.0,71.1,50,46.37,rejected
839,93,200,0.0,98.5,64.0,20,42.15,rejected
840,156,46,28.57,26.5,65.1,50,36.64,rejected
841,196,14,0.0,28.0,61.8,100,32.67,rejected
842,176,234,0.0,80.5,68.4,100,49.41,shortlisted
843,191,109,0.0,40.0,74.4,30,27.66,shortlisted
844,45,394,0.0,26.5,68.2,0,18.18,rejected
845,88,183,0.0,62.5,90.2,0,32.28,shortlisted
846,111,261,0.0,35.5,62.1,80,31.96,rejected
847,112,293,0.0,5.5,75.5,100,27.98,shortlisted
848,161,434,16.67,85.0,85.1,60,53.93,rejected
849,196,288,0.0,53.5,83.3,0,28.55,rejected
850,37,319,0.0,64.0,83.7,40,37.75,rejected
851,135,426,0.0,56.5,96.6,40,37.44,rejected
852,192,494,16.67,83.5,70.8,0,42.34,hired
853,62,156,16.67,80.5,72.0,30,46.12,rejected
854,2,407,14.29,58.0,88.1,30,40.83,rejected
855,115,400,28.57,85.0,96.9,10,52.96,shortlisted
856,77,122,0.0,89.5,85.0,20,42.6,rejected
857,171,468,0.0,50.5,86.0,50,35.55,rejected
858,136,70,0.0,56.5,85.4,40,35.76,rejected
859,55,120,0.0,95.5,69.2,60,48.03,rejected
860,158,371,0.0,2.5,86.5,50,21.23,shortlisted
861,27,342,0.0,71.5,91.7,20,38.2,rejected
862,177,356,0.0,53.5,68.7,100,41.36,hired
863,13,260,0.0,86.5,63.6,70,45.99,rejected
864,145,298,0.0,86.5,71.6,30,41.19,rejected
865,75,147,0.0,92.5,80.3,60,48.8,rejected
866,5,366,0.0,49.0,76.6,20,29.19,rejected
867,66,299,14.29,37.0,69.6,20,30.25,rejected
868,104,388,0.0,73.0,91.7,30,40.16,rejected
869,147,320,0.0,8.5,74.6,0,13.74,rejected
870,108,393,14.29,71.5,60.0,40,42.16,rejected
871,97,446,0.0,26.5,65.2,100,32.73,rejected
872,76,426,25.0,74.5,96.6,40,52.84,rejected
873,155,389,16.67,32.5,85.0,80,41.17,rejected
874,187,347,0.0,80.5,69.0,90,48.0,rejected
875,117,46,28.57,56.5,65.1,50,45.64,rejected
876,76,75,0.0,50.5,63.5,70,35.17,rejected
877,94,297,0.0,26.5,81.0,20,23.1,rejected
878,146,128,14.29,70.0,81.3,30,43.41,shortlisted
879,145,53,0.0,92.5,79.9,20,42.73,rejected
880,198,257,71.43,49.0,66.1,90,66.69,rejected
881,146,317,0.0,23.5,79.6,90,32.49,rejected
882,50,489,0.0,20.5,95.1,60,29.41,shortlisted
883,49,56,0.0,50.5,96.4,80,41.61,shortlisted
884,200,414,16.67,76.0,97.6,40,50.11,rejected
885,76,400,0.0,55.0,96.9,10,32.53,shortlisted
886,111,207,0.0,89.5,71.3,0,37.54,rejected
887,15,209,14.29,88.0,92.1,60,54.93,rejected
888,6,286,14.29,100.0,79.2,80,59.59,shortlisted
889,102,328,0.0,100.0,97.6,60,53.64,shortlisted
890,196,214,57.14,86.5,66.6,30,63.3,rejected
891,8,329,50.0,43.0,75.2,80,56.18,shortlisted
892,192,111,0.0,95.5,70.3,10,40.7,rejected
893,186,117,0.0,49.0,67.6,20,27.84,rejected
894,57,167,14.29,41.5,83.8,70,41.23,rejected
895,155,465,0.0,59.5,69.3,70,38.74,rejected
896,63,461,28.57,28.0,89.1,30,37.69,rejected
897,36,337,0.0,53.5,93.3,70,40.55,rejected
898,194,9,0.0,2.5,95.5,10,16.57,rejected
899,73,424,12.5,70.0,74.5,60,46.17,hired
900,89,492,0.0,85.0,85.7,100,53.36,rejected
901,170,61,14.29,56.5,69.2,30,37.54,rejected
902,178,290,14.29,68.5,72.2,10,38.59,rejected
903,88,16,0.0,49.0,85.2,80,39.48,rejected
904,38,208,14.29,80.5,63.3,30,43.86,rejected
905,92,279,0.0,89.5,85.7,30,44.2,rejected
906,112,339,14.29,23.5,90.4,50,33.82,rejected
907,141,196,14.29,89.5,89.4,50,53.47,rejected
908,89,209,33.33,44.5,92.1,60,49.5,rejected
909,56,8,16.67,43.0,80.0,30,36.07,rejected
910,110,51,0.0,79.0,78.6,70,45.99,rejected
911,176,452,0.0,71.5,71.8,20,35.22,shortlisted
912,49,414,0.0,7.0,97.6,40,22.74,rejected
913,147,173,0.0,70.0,97.9,80,47.69,rejected
914,193,62,12.5,22.0,85.9,0,24.48,rejected
915,50,398,0.0,17.5,72.7,60,25.16,rejected
916,139,77,16.67,49.0,86.6,0,34.36,rejected
917,198,160,14.29,76.0,62.8,0,37.93,rejected
918,70,321,14.29,94.0,78.1,80,57.63,rejected
919,8,427,50.0,82.0,94.9,20,61.83,rejected
920,123,386,0.0,86.5,87.3,30,43.55,rejected
921,2,342,0.0,80.5,91.7,20,40.91,rejected
922,112,308,0.0,44.5,69.1,80,35.72,rejected
923,100,33,25.0,64.0,64.9,10,40.43,rejected
924,30,427,16.67,74.5,94.9,20,46.25,rejected
925,100,258,0.0,67.0,61.1,70,39.77,rejected
926,21,343,14.29,38.5,92.6,70,41.65,shortlisted
927,157,172,0.0,83.5,74.0,90,49.65,rejected
928,7,25,14.29,73.0,94.6,40,47.8,rejected
929,97,271,0.0,22.0,95.1,90,34.36,shortlisted
930,166,143,0.0,20.5,97.4,20,23.76,shortlisted
931,162,311,0.0,74.5,84.1,40,40.96,shortlisted
932,189,165,0.0,52.0,78.9,80,39.44,shortlisted
933,105,397,0.0,94.0,78.6,90,53.49,shortlisted
934,162,268,0.0,38.5,87.4,40,30.66,shortlisted
935,150,487,14.29,44.5,89.3,100,47.46,rejected
936,106,322,62.5,10.0,91.4,80,53.71,shortlisted
937,187,189,0.0,46.0,89.7,70,37.75,rejected
938,72,139,14.29,17.5,80.6,70,33.55,hired
939,127,226,0.0,35.5,88.5,40,29.92,rejected
940,73,201,0.0,67.0,91.2,70,44.28,shortlisted
941,183,483,0.0,40.0,66.4,100,36.96,rejected
942,36,372,0.0,59.5,66.9,60,36.89,rejected
943,106,344,0.0,13.0,66.9,40,19.94,shortlisted
944,36,177,0.0,73.0,62.8,60,40.32,hired
945,24,382,0.0,88.0,93.6,90,53.94,rejected
946,186,321,0.0,82.0,78.1,80,48.31,rejected
947,99,473,0.0,56.5,87.0,60,39.0,hired
948,42,290,14.29,85.0,72.2,10,43.54,rejected
949,155,35,0.0,85.0,80.9,20,40.63,rejected
950,68,12,16.67,83.5,94.9,20,48.95,rejected
951,135,346,50.0,62.5,60.3,60,56.8,rejected
952,18,497,16.67,38.5,94.3,40,38.36,shortlisted
953,52,233,25.0,0.0,94.5,60,33.17,rejected
954,34,489,0.0,55.0,95.1,60,39.77,rejected
955,92,367,0.0,92.5,69.1,40,44.12,rejected
956,52,177,62.5,35.5,62.8,60,54.07,rejected
957,103,56,14.29,49.0,96.4,80,46.87,rejected
958,21,238,14.29,62.5,92.5,30,42.84,hired
959,43,348,0.0,80.5,74.1,40,41.27,shortlisted
960,155,84,16.67,82.0,91.1,40,50.93,hired
961,29,113,33.33,95.5,63.2,30,55.96,rejected
962,61,423,14.29,19.0,93.0,50,32.86,rejected
963,172,163,0.0,86.5,84.7,40,44.66,shortlisted
964,127,280,0.0,41.5,86.5,60,34.42,rejected
965,89,193,0.0,52.0,86.7,90,42.11,shortlisted
966,56,230,16.67,65.5,96.7,80,52.82,shortlisted
967,171,280,0.0,64.0,86.5,60,41.17,rejected
968,68,304,0.0,40.0,81.0,100,39.15,hired
969,44,443,0.0,32.5,75.7,50,28.61,rejected
970,13,73,14.29,64.0,80.0,50,44.41,rejected
971,76,262,37.5,97.0,96.9,80,70.63,hired
972,25,221,0.0,7.0,89.4,40,21.51,rejected
973,14,122,0.0,55.0,85.0,20,32.25,rejected
974,175,129,0.0,71.5,83.3,70,44.45,rejected
975,102,241,0.0,82.0,74.6,80,47.79,rejected
976,37,464,0.0,65.5,64.1,100,44.27,rejected
977,128,342,0.0,100.0,91.7,20,46.76,rejected
978,48,39,0.0,37.0,89.1,90,37.97,hired
980,126,458,0.0,74.5,77.9,10,35.53,rejected
981,138,424,0.0,74.5,74.5,60,42.52,shortlisted
982,161,100,0.0,50.5,80.4,0,27.21,rejected
983,108,88,0.0,67.0,80.1,30,36.61,rejected
984,88,377,0.0,25.0,66.0,100,32.4,rejected
985,188,352,50.0,68.5,63.7,40,56.1,rejected
986,60,389,0.0,52.0,85.0,80,40.35,rejected
987,60,448,0.0,55.0,72.6,10,28.89,rejected
988,63,449,14.29,10.0,83.0,90,34.66,shortlisted
